UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,5,2018,89,609643,220616,389027,194656,336174,14072,32448,1132,1807,8943,15477,215,351,1598,2770,195994,338487,14435,33222,2039,3402,9447,16256,426,684,203848,359912,179020,309174,13545,31398,855,1352,8845,15290,190,305,1393,2393,180180,311151,13830,32010,1665,2765,9294,15984,373,604,16768,29115,15636,27000,527,1050,277,455,98,187,25,46,205,377,15814,27336,605,1212,374,637,153,272,53,80
R,5,2018,90,539856,189219,350637,167152,304024,11815,28585,936,1653,7798,13641,165,282,1353,2452,168307,306078,12099,29229,1684,3073,8250,14327,345,604,175313,325666,154141,280867,11406,27694,703,1251,7723,13479,144,238,1196,2137,155159,282639,11637,28206,1368,2518,8137,14090,308,520,13906,24971,13011,23157,409,891,233,402,75,162,21,44,157,315,13148,23439,462,1023,316,555,113,237,37,84
R,5,2018,91,459291,156442,302849,137976,262947,9865,24389,759,1442,6569,11764,135,227,1138,2080,138937,264702,10146,24963,1411,2633,6919,12338,263,473,145164,281889,127414,243560,9528,23601,599,1089,6508,11627,118,194,997,1818,128253,245086,9749,24060,1179,2157,6821,12138,232,412,11278,20960,10562,19387,337,788,160,353,61,137,17,33,141,262,10684,19616,397,903,232,476,98,200,31,61
R,5,2018,92,381833,124959,256874,110092,222797,7880,20877,597,1160,5407,10061,90,202,893,1777,110849,224275,8099,21377,1089,2170,5685,10557,201,419,115901,239409,101642,206592,7607,20263,441,875,5355,9942,78,174,778,1563,102303,207891,7774,20666,877,1780,5601,10385,175,367,9058,17465,8450,16205,273,614,156,285,52,119,12,28,115,214,8546,16384,325,711,212,390,84,172,26,52
R,5,2018,93,319319,100806,218513,88584,190047,6332,17228,483,989,4590,8538,85,194,732,1517,89206,191321,6504,17699,888,1878,4828,8917,180,352,93696,204240,81944,176791,6126,16720,365,767,4545,8445,73,170,643,1347,82491,177914,6261,17118,728,1573,4755,8782,153,312,7110,14273,6640,13256,206,508,118,222,45,93,12,24,89,170,6715,13407,243,581,160,305,73,135,27,40
R,5,2018,94,254535,77956,176579,68383,153904,4824,13743,374,751,3731,6876,65,143,579,1162,68871,154875,4968,14077,697,1421,3923,7185,130,282,72448,165674,63231,143799,4660,13345,289,573,3698,6798,56,125,514,1034,63664,144662,4777,13620,581,1177,3871,7074,111,251,5508,10905,5152,10105,164,398,85,178,33,78,9,18,65,128,5207,10213,191,457,116,244,52,111,19,31
R,5,2018,95,196317,58288,138029,50746,119962,3715,10903,283,554,3043,5586,46,109,455,915,51136,120713,3830,11178,527,1081,3195,5830,107,224,54110,129666,46852,112160,3587,10609,213,438,3016,5538,41,99,401,822,47197,112831,3677,10845,427,919,3155,5756,93,201,4178,8363,3894,7802,128,294,70,116,27,48,5,10,54,93,3939,7882,153,333,100,162,40,74,14,23
R,5,2018,96,153240,43769,109471,38210,95546,2634,8491,205,460,2347,4149,38,92,335,733,38494,96150,2731,8714,387,877,2453,4343,80,187,40918,103008,35530,89545,2558,8264,167,364,2333,4109,32,78,298,648,35782,90075,2637,8454,330,739,2431,4281,67,164,2851,6463,2680,6001,76,227,38,96,14,40,6,14,37,85,2712,6075,94,260,57,138,22,62,13,23
R,5,2018,97,112138,30920,81218,26855,70453,1903,6376,138,329,1738,3427,28,68,258,565,27074,70912,1970,6561,279,650,1824,3575,60,140,28995,76653,25076,66203,1841,6230,106,263,1722,3400,22,62,228,495,25272,66605,1897,6385,230,550,1798,3529,49,124,1925,4565,1779,4250,62,146,32,66,16,27,6,6,30,70,1802,4307,73,176,49,100,26,46,11,16
R,5,2018,98,78764,20698,58066,17725,49833,1394,4952,104,237,1285,2590,23,42,167,412,17858,50169,1445,5094,194,472,1337,2691,49,95,19348,54762,16473,46780,1355,4823,79,193,1276,2570,20,37,145,359,16587,47071,1395,4942,158,403,1323,2656,43,79,1350,3304,1252,3053,39,129,25,44,9,20,3,5,22,53,1271,3098,50,152,36,69,14,35,6,16
R,5,2018,99,51480,12941,38539,11022,33086,892,3245,65,157,838,1752,16,33,108,266,11112,33303,926,3339,124,305,870,1818,31,68,12172,36506,10316,31231,865,3147,48,130,834,1741,14,29,95,228,10397,31415,893,3225,98,258,863,1799,25,60,769,2033,706,1855,27,98,17,27,4,11,2,4,13,38,715,1888,33,114,26,47,7,19,6,8
R,5,2018,100,92574,20746,71828,16996,59928,1553,6852,131,333,1825,4065,32,79,209,571,17162,60382,1621,7071,237,640,1895,4212,68,160,19458,68115,15819,56522,1507,6707,108,286,1814,4032,29,71,181,497,15961,56918,1564,6887,201,560,1874,4154,59,141,1288,3713,1177,3406,46,145,23,47,11,33,3,8,28,74,1201,3464,57,184,36,80,21,58,9,19
R,6,2018,999,326533251,160808699,165724552,123873821,126018994,20929763,22770948,2086629,2055473,9112753,9990323,401898,390759,4403835,4498055,127793401,130000779,22891449,24820856,3414520,3447492,10744963,11622428,794262,787802,130743659,136238746,97420315,100122107,19521953,21312893,1190939,1227959,8819612,9695675,294579,290775,3496261,3589337,100530154,103295775,21065712,22935690,2135578,2238970,10202079,11077397,601910,603389,30065040,29485806,26453506,25896887,1407810,1458055,895690,827514,293141,294648,107319,99984,907574,908718,27263247,26705004,1825737,1885166,1278942,1208522,542884,545031,192352,184413
R,6,2018,0,3820333,1954192,1866141,1410321,1342176,292823,284679,31410,30187,96595,90802,5763,5476,117280,112821,1518370,1446098,356096,346081,54911,52706,139662,131850,14020,13354,1448877,1380794,978156,927492,265696,258453,16293,15528,91002,85452,3949,3733,93781,90136,1064968,1010905,317165,308394,31675,30215,126817,119563,10033,9533,505315,485347,432165,414684,27127,26226,15117,14659,5593,5350,1814,1743,23499,22685,453402,435193,38931,37687,23236,22491,12845,12287,3987,3821
R,6,2018,1,3916363,2002896,1913467,1443180,1373549,299629,291653,32105,30855,102137,96352,5934,5696,119911,115362,1553624,1479791,364242,354383,56108,53857,146275,138399,14384,13759,1483917,1415043,999141,947553,271829,264736,16620,15849,96393,90878,4079,3898,95855,92129,1087840,1032787,324341,315708,32308,30828,133128,125844,10311,9838,518979,498424,444039,425996,27800,26917,15485,15006,5744,5474,1855,1798,24056,23233,465784,447004,39901,38675,23800,23029,13147,12555,4073,3921
R,6,2018,2,3989856,2039212,1950644,1468070,1397898,304550,297413,32586,31442,106293,100875,6046,5850,121667,117166,1580089,1505766,370044,361109,56933,54835,151177,143586,14623,14046,1507067,1439216,1012316,960365,276331,270084,16735,16047,100402,95292,4154,4014,97129,93414,1102149,1046750,329494,321745,32591,31240,137744,130784,10474,10050,532145,511428,455754,437533,28219,27329,15851,15395,5891,5583,1892,1836,24538,23752,477940,459016,40550,39364,24342,23595,13433,12802,4149,3996
R,6,2018,3,4033242,2061949,1971293,1479400,1409682,308807,300836,32834,31756,112107,105586,6111,5908,122690,117525,1592328,1517859,374752,364485,57375,55245,157462,148653,14805,14120,1530767,1459567,1024860,972110,279931,272986,17114,16400,106390,100081,4269,4096,98203,93894,1115640,1058908,333464,324633,33198,31716,144310,136002,10731,10195,531182,511726,454540,437572,28876,27850,15720,15356,5717,5505,1842,1812,24487,23631,476688,458951,41288,39852,24177,23529,13152,12651,4074,3925
R,6,2018,4,4012574,2053152,1959422,1476113,1402694,308206,300084,33110,31879,108835,103090,5885,5662,121003,116013,1587481,1509462,372827,363052,57536,55211,153749,145346,14596,13861,1526506,1454468,1025356,970859,279456,272422,17458,16710,103338,97854,4129,3956,96769,92667,1114830,1056520,331868,323550,33488,31965,140828,133033,10549,9995,526646,504954,450757,431835,28750,27662,15652,15169,5497,5236,1756,1706,24234,23346,472651,452942,40959,39502,24048,23246,12921,12313,4047,3866
R,6,2018,5,4009267,2048765,1960502,1470945,1403729,306975,298962,32872,31643,112218,105871,5952,5696,119803,114601,1581064,1509030,370457,360466,57128,54935,157150,148177,14776,13965,1524433,1454849,1020984,970077,278976,271859,17604,16832,106866,100608,4214,3971,95789,91502,1109407,1054512,330397,321706,33530,32101,144440,135885,10719,10025,524332,505653,449961,433652,27999,27103,15268,14811,5352,5263,1738,1725,24014,23099,471657,454518,40060,38760,23598,22834,12710,12292,4057,3940
R,6,2018,6,4018116,2053876,1964240,1481231,1412803,308030,299008,33613,32215,107088,101837,5701,5488,118213,112889,1589884,1516559,370937,359437,57959,55457,150879,143343,14304,13693,1524282,1454231,1026358,974316,280253,272339,17689,17013,101819,96789,3967,3827,94196,89947,1113309,1057351,331083,321231,33624,32211,138331,131344,10285,9831,529594,510009,454873,438487,27777,26669,15924,15202,5269,5048,1734,1661,24017,22942,476575,459208,39854,38206,24335,23246,12548,11999,4019,3862
R,6,2018,7,4061531,2076846,1984685,1505926,1434857,309748,300666,32318,31350,104864,99842,5669,5383,118321,112587,1614748,1538320,372565,360810,56929,54963,148508,141007,14350,13548,1533834,1461033,1034920,981230,283381,274747,17900,17130,99757,94952,3964,3759,93912,89215,1121651,1063542,334014,323150,33949,32510,136005,129121,10311,9710,543012,523652,471006,453627,26367,25919,14418,14220,5107,4890,1705,1624,24409,23372,493097,474778,38551,37660,22980,22453,12503,11886,4039,3838
R,6,2018,8,4051392,2067475,1983917,1487729,1421377,310372,301894,32940,32097,110544,106372,6063,5897,119827,116280,1598071,1528225,374585,364806,57396,56076,154547,148605,14615,14126,1529526,1464997,1027066,977075,281388,273865,17319,17089,104621,100712,4089,3947,95043,92309,1114989,1062264,333118,324437,33103,32725,141098,135843,10364,9943,537949,518920,460663,444302,28984,28029,15621,15008,5923,5660,1974,1950,24784,23971,483082,465961,41467,40369,24293,23351,13449,12762,4251,4183
R,6,2018,9,4059499,2071160,1988339,1491551,1425341,313632,305881,33021,31953,109781,106052,6200,6103,116975,113009,1598905,1529226,376535,367261,57003,54656,152478,146922,14525,14160,1537535,1474629,1034637,985843,284541,277494,17407,16957,103708,100298,4173,4116,93069,89921,1120433,1068905,335440,327244,32955,31573,139252,134358,10313,10025,533625,513710,456914,439498,29091,28387,15614,14996,6073,5754,2027,1987,23906,23088,478472,460321,41095,40017,24048,23083,13226,12564,4212,4135
R,6,2018,10,4183292,2135222,2048070,1541034,1470627,322711,315063,34298,33100,113762,109659,6387,6141,117030,113480,1648358,1574683,385470,377017,58233,56351,156519,150341,14959,14133,1583871,1519381,1067301,1017073,293092,286469,17982,17619,107834,103907,4316,4080,93346,90233,1153272,1100132,344110,336700,33548,32595,143487,137729,10612,9961,551351,528689,473733,453554,29619,28594,16316,15481,5928,5752,2071,2061,23684,23247,495086,474551,41360,40317,24685,23756,13032,12612,4347,4172
R,6,2018,11,4202784,2146848,2055936,1556350,1485086,323643,313537,34932,33302,112033,107688,6334,6198,113556,110125,1660531,1585931,384259,372943,58518,56298,153596,147309,14648,14183,1595572,1526422,1082303,1029419,294331,285483,18123,17720,106012,102040,4307,4147,90496,87613,1165711,1109961,343505,333789,33510,32592,140581,135038,10424,10003,551276,529514,474047,455667,29312,28054,16809,15582,6021,5648,2027,2051,23060,22512,494820,475970,40754,39154,25008,23706,13015,12271,4224,4180
R,6,2018,12,4161734,2126347,2035387,1552219,1476927,314416,307262,34069,32788,110727,107737,6202,6037,108714,104636,1651846,1572791,371712,362945,57165,54877,150734,145890,14118,13566,1587352,1518276,1086771,1030402,286561,280253,17990,17565,104968,102410,4186,4096,86876,83550,1166676,1107228,333261,325694,33056,31922,138479,134278,10056,9636,538995,517111,465448,446525,27855,27009,16079,15223,5759,5327,2016,1941,21838,21086,485170,465563,38451,37251,24109,22955,12255,11612,4062,3930
R,6,2018,13,4152255,2119336,2032919,1552312,1479230,310854,302169,33704,32738,112046,111389,6213,6032,104207,101361,1647630,1571756,364952,355278,56447,54671,150768,148592,13804,13404,1590955,1525934,1094956,1040703,283907,276028,18003,17481,106467,106126,4260,4217,83362,81379,1171530,1115230,327962,319535,32901,31879,139009,137472,9884,9742,528381,506985,457356,438527,26947,26141,15701,15257,5579,5263,1953,1815,20845,19982,476100,456526,36990,35743,23546,22792,11759,11120,3920,3662
R,6,2018,14,4162150,2122774,2039376,1562532,1490883,308553,300606,32819,32098,112132,112031,6024,5770,100714,97988,1654653,1580503,360232,351386,55198,53849,149619,148143,13449,12946,1606704,1540713,1114714,1058322,282558,275479,17836,17249,106682,106889,4200,4013,80714,78761,1188836,1130598,324745,317100,32660,31810,138194,137293,9744,9325,516070,498663,447818,432561,25995,25127,14983,14849,5450,5142,1824,1757,20000,19227,465817,449905,35487,34286,22538,22039,11425,10850,3705,3621
R,6,2018,15,4133348,2107436,2025912,1553418,1483089,307512,299882,32690,31535,111979,112106,6032,5749,95805,93551,1640749,1568491,356462,347793,54575,53016,147420,146605,13322,12624,1599710,1534091,1112275,1055435,281900,275488,17636,17033,106679,107004,4207,4034,77013,75097,1182737,1124279,321987,314714,32248,31401,136543,135967,9660,9230,507726,491821,441143,427654,25612,24394,15054,14502,5300,5102,1825,1715,18792,18454,458012,444212,34475,33079,22327,21615,10877,10638,3662,3394
R,6,2018,16,4132623,2107464,2025159,1553825,1483270,313919,305661,32575,31270,108728,108323,5845,5644,92572,90991,1638225,1566021,361094,352630,54397,52978,142549,141078,12810,12435,1604227,1538838,1115900,1059998,288611,281305,17797,17136,103626,103425,4098,3927,74195,73047,1183777,1126724,327258,319790,32313,31714,132015,130923,9381,9055,503237,486321,437925,423272,25308,24356,14778,14134,5102,4898,1747,1717,18377,17944,454448,439297,33836,32840,22084,21264,10534,10155,3429,3380
R,6,2018,17,4243282,2166115,2077167,1593314,1518615,325839,316802,32877,31928,115194,113958,5869,5797,93022,90067,1677877,1600544,373019,362890,55210,53542,149300,146484,12958,12684,1657032,1587279,1149627,1091629,300328,292429,18251,17646,110071,109158,4189,4027,74566,72390,1217547,1157697,338854,330246,33338,32303,138809,136560,9520,9236,509083,489888,443687,426986,25511,24373,14626,14282,5123,4800,1680,1770,18456,17677,460330,442847,34165,32644,21872,21239,10491,9924,3438,3448
R,6,2018,18,4306874,2203112,2103762,1620357,1537084,335319,324464,33768,32375,115906,114733,6044,5707,91718,89399,1703799,1618042,381683,370440,56615,54515,148802,146524,12990,12531,1692090,1615829,1174596,1111860,309761,300046,18881,18065,110814,109921,4307,4049,73731,71888,1241857,1177140,347722,337783,34389,33187,138638,136644,9595,9212,511022,487933,445761,425224,25558,24418,14887,14310,5092,4812,1737,1658,17987,17511,461942,440902,33961,32657,22226,21328,10164,9880,3395,3319
R,6,2018,19,4253185,2174696,2078489,1602956,1522135,328099,318207,32817,31781,115601,114458,5932,5544,89291,86364,1683952,1600351,372757,362165,55264,53852,147774,144982,13076,12189,1678069,1603414,1169761,1107904,303179,294471,18433,17877,110559,109645,4214,3966,71923,69551,1235194,1171049,339830,330676,33888,33170,137723,135220,9683,9050,496627,475075,433195,414231,24920,23736,14384,13904,5042,4813,1718,1578,17368,16813,448758,429302,32927,31489,21376,20682,10051,9762,3393,3139
R,6,2018,20,4259831,2178299,2081532,1602179,1520788,330482,320466,32797,31783,120448,118923,5935,5636,86458,83936,1680382,1596825,373372,362703,55044,53529,151472,148551,12709,12018,1685835,1612860,1171834,1111567,306187,297211,18274,18061,115540,114181,4282,4053,69718,67787,1235036,1173137,341464,331989,33641,33263,141767,139180,9507,8943,492464,468672,430345,409221,24295,23255,14523,13722,4908,4742,1653,1583,16740,16149,445346,423688,31908,30714,21403,20266,9705,9371,3202,3075
R,6,2018,21,4279022,2186045,2092977,1608943,1529591,329246,320930,32702,31418,125352,123449,5957,5486,83845,82103,1684791,1603662,370058,361686,55022,53428,155653,152452,12597,11992,1695477,1627724,1180353,1123029,305091,298231,18187,17802,120449,118741,4254,3960,67143,65961,1241269,1182610,338271,331606,33532,33100,146045,143204,9343,8963,490568,465253,428590,406562,24155,22699,14515,13616,4903,4708,1703,1526,16702,16142,443522,421052,31787,30080,21490,20328,9608,9248,3254,3029
R,6,2018,22,4328468,2217003,2111465,1630823,1542243,332004,323504,32880,31131,132696,129117,6147,5829,82453,79641,1705267,1613996,371503,362409,55482,53091,162533,157570,12743,12303,1725425,1646819,1200560,1135578,308076,300993,18449,17632,127881,124388,4412,4184,66047,64044,1260305,1193409,340222,332748,34055,32970,153132,148421,9529,9252,491578,464646,430263,406665,23928,22511,14431,13499,4815,4729,1735,1645,16406,15597,444962,420587,31281,29661,21427,20121,9401,9149,3214,3051
R,6,2018,23,4429318,2271977,2157341,1661777,1567315,350004,338957,33528,31994,139292,134426,6397,6127,80979,78522,1734393,1637541,388240,377087,56602,54177,168565,162475,13239,12687,1773775,1688581,1225510,1157118,325450,315921,19032,18189,134332,129766,4631,4440,64820,63147,1283640,1213683,356416,346976,35202,33908,159207,153467,9930,9575,498202,468760,436267,410197,24554,23036,14496,13805,4960,4660,1766,1687,16159,15375,450753,423858,31824,30111,21400,20269,9358,9008,3309,3112
R,6,2018,24,4521959,2319412,2202547,1688704,1590517,365998,354545,34222,32954,145527,140963,6449,6325,78512,77243,1758702,1659296,402174,391278,57290,55695,174310,168542,13372,12965,1814767,1730252,1245954,1177098,341066,331183,19704,19014,140690,136245,4710,4652,62643,62060,1301813,1232388,370193,361085,35896,35200,165074,159573,10085,9812,504645,472295,442750,413419,24932,23362,14518,13940,4837,4718,1739,1673,15869,15183,456889,426908,31981,30193,21394,20495,9236,8969,3287,3153
R,6,2018,25,4600917,2363392,2237525,1717172,1612073,378279,363113,35541,33631,150175,147910,6719,6372,75506,74426,1784282,1678136,412190,397545,58441,56247,178148,174860,13427,12919,1853569,1764761,1269885,1197702,352715,339838,20488,19674,145363,143120,4882,4664,60236,59763,1323455,1250787,379850,367621,36562,35792,169256,166101,10170,9795,509823,472764,447287,414371,25564,23275,15053,13957,4812,4790,1837,1708,15270,14663,460827,427349,32340,29924,21879,20455,8892,8759,3257,3124
R,6,2018,26,4721715,2416041,2305674,1756860,1659242,383513,373622,37079,34242,157613,157772,7063,6578,73913,74218,1822030,1724524,415394,407132,60219,56835,185572,185685,13969,13405,1898762,1827069,1303655,1241102,357572,348838,21340,20199,152627,152749,5094,4816,58474,59365,1355162,1293351,382632,375620,37537,36247,176476,176525,10537,10106,517279,478605,453205,418140,25941,24784,15739,14043,4986,5023,1969,1762,15439,14853,466868,431173,32762,31512,22682,20588,9096,9160,3432,3299
R,6,2018,27,4808920,2448914,2360006,1783287,1696729,384808,381405,36873,33702,165803,169046,7676,6942,70467,72182,1844639,1759705,414438,413710,58944,55637,193625,196913,14745,13897,1934686,1887218,1334124,1285365,358208,355636,20972,19958,160456,163673,5583,5141,55343,57445,1382124,1335381,381185,381264,36263,35424,184205,187350,11132,10677,514228,472788,449163,411364,26600,25769,15901,13744,5347,5373,2093,1801,15124,14737,462515,424324,33253,32446,22681,20213,9420,9563,3613,3220
R,6,2018,28,4776281,2426523,2349758,1774789,1690977,374612,376725,36161,32936,167683,174059,7850,7055,65428,68006,1831898,1750358,401444,406544,56654,53928,193939,200363,14383,13609,1918864,1887542,1330832,1288869,348542,351027,20278,19601,162373,168879,5638,5250,51201,53916,1375346,1335823,369169,374382,34402,34281,184806,191407,10768,10458,507659,462216,443957,402108,26070,25698,15883,13335,5310,5180,2212,1805,14227,14090,456552,414535,32275,32162,22252,19647,9133,8956,3615,3151
R,6,2018,29,4591955,2330594,2261361,1712570,1629466,348159,354835,34571,30968,167091,176074,7566,6726,60637,63292,1765395,1684580,372489,382080,53929,50482,191494,201082,13678,12894,1845401,1823107,1288146,1247772,323395,330500,19063,18332,162135,171006,5538,5059,47124,50438,1329064,1291539,341684,351910,32255,32146,183017,192523,10401,9981,485193,438254,424424,381694,24764,24335,15508,12636,4956,5068,2028,1667,13513,12854,436331,393041,30805,30170,21674,18336,8477,8559,3277,2913
R,6,2018,30,4485862,2274509,2211353,1687530,1607211,326232,334846,33758,30336,162229,172112,7482,6699,57278,60149,1737221,1659619,348699,360418,52027,49010,185709,196029,13512,12670,1791027,1778408,1263214,1229711,302631,311143,18300,17675,157458,167341,5381,5034,44043,47504,1301226,1271036,319284,330844,30480,30724,177523,187862,10129,9822,483482,432945,424316,377500,23601,23703,15458,12661,4771,4771,2101,1665,13235,12645,435995,388583,29415,29574,21547,18286,8186,8167,3383,2848
R,6,2018,31,4407156,2233285,2173871,1668518,1587253,311695,323038,32692,29314,159308,169793,7340,6602,53732,57871,1715227,1637676,332606,347434,50284,47915,181208,192585,12876,12239,1757528,1745810,1250072,1213546,288922,299894,17589,17005,154560,165197,5215,4885,41170,45283,1285648,1252857,304241,318513,29368,29887,173311,184737,9640,9361,475757,428061,418446,373707,22773,23144,15103,12309,4748,4596,2125,1717,12562,12588,429579,384819,28365,28921,20916,18028,7897,7848,3236,2878
R,6,2018,32,4427743,2241704,2186039,1683468,1603794,305407,319382,32489,29364,160562,171300,7457,6704,52321,55495,1728847,1651864,325265,342300,49858,47547,181895,193276,13101,12348,1760952,1756210,1260343,1227925,282572,296307,16916,16824,155850,166766,5296,5076,39975,43312,1294824,1265268,297021,313673,28514,29553,174042,185516,9775,9604,480752,429829,423125,375869,22835,23075,15573,12540,4712,4534,2161,1628,12346,12183,434023,386596,28244,28627,21344,17994,7853,7760,3326,2744
R,6,2018,33,4445329,2242346,2202983,1689936,1619214,301256,318290,31868,29389,161428,174724,7325,6635,50533,54731,1733726,1666704,320072,340170,49038,47655,182068,196725,12827,12237,1760511,1769544,1265179,1239796,278818,295322,16562,16752,156752,170248,5143,4981,38057,42445,1297906,1276461,292206,311540,27872,29456,174286,189100,9479,9454,481835,433439,424757,379418,22438,22968,15306,12637,4676,4476,2182,1654,12476,12286,435820,390243,27866,28630,21166,18199,7782,7625,3348,2783
R,6,2018,34,4309929,2165661,2144268,1634016,1575846,286090,307146,31092,28705,159210,173270,7032,6479,48221,52822,1675727,1621587,303855,327734,47684,46735,179065,194690,12294,12044,1700959,1719339,1224064,1203568,264747,284985,16087,16219,154637,168980,5019,4824,36405,40763,1255346,1238695,277386,300129,27096,28728,171491,187226,9158,9254,464702,424929,409952,372278,21343,22161,15005,12486,4573,4290,2013,1655,11816,12059,420381,382892,26469,27605,20588,18007,7574,7464,3136,2790
R,6,2018,35,4374780,2193581,2181199,1659839,1605871,288381,312279,31591,29228,157951,174207,7145,6655,48674,52959,1701941,1651552,306178,332868,48483,47645,177823,195525,12493,12260,1721488,1746459,1242847,1225244,267032,289221,16252,16449,153408,169761,5114,4968,36835,40816,1274449,1260238,279650,304352,27601,29231,170280,187931,9353,9439,472093,434740,416992,380627,21349,23058,15339,12779,4543,4446,2031,1687,11839,12143,427492,391314,26528,28516,20882,18414,7543,7594,3140,2821
R,6,2018,36,4350329,2176799,2173530,1650920,1602484,285464,311464,30735,28404,155373,173169,7163,6526,47144,51483,1691651,1646807,302596,331674,47542,46583,174370,193576,12393,11982,1709073,1738387,1237954,1220688,264152,288875,15770,15691,150793,168616,5106,4801,35298,39716,1268189,1254694,276187,303772,26937,28363,166756,185990,9226,9160,467726,435143,412966,381796,21312,22589,14965,12713,4580,4553,2057,1725,11846,11767,423462,392113,26409,27902,20605,18220,7614,7586,3167,2822
R,6,2018,37,4310272,2152872,2157400,1638288,1593395,283465,311692,30110,28508,147661,167037,6988,6165,46360,50603,1678175,1637086,300375,331676,46772,46436,166295,186816,12151,11523,1691273,1726175,1230155,1215052,262806,289137,15404,15975,143067,162602,4971,4532,34870,38877,1259912,1248390,274731,303749,26576,28439,158824,179469,9050,8850,461599,431225,408133,378343,20659,22555,14706,12533,4594,4435,2017,1633,11490,11726,418263,388696,25644,27927,20196,17997,7471,7347,3101,2673
R,6,2018,38,4377629,2195419,2182210,1667781,1607618,294106,320855,30888,28587,149714,168556,7040,6417,45890,50177,1707371,1650770,310730,340585,47858,46609,167873,188181,12197,11804,1719131,1744368,1246990,1222973,272597,298120,15628,15945,145071,164086,4886,4779,33959,38465,1276030,1255785,284082,312493,26845,28558,160203,180722,8952,9097,476288,437842,420791,384645,21509,22735,15260,12642,4643,4470,2154,1638,11931,11712,431341,394985,26648,28092,21013,18051,7670,7459,3245,2707
R,6,2018,39,4084565,2037024,2047541,1550766,1509351,269389,299678,28241,26463,140350,159960,6152,5754,42126,46335,1587009,1549157,284594,317607,43812,43341,157031,178140,10887,10648,1605001,1639450,1168320,1151107,250094,278401,14634,14621,136213,155823,4339,4209,31401,35289,1195069,1181206,260667,291276,24995,26328,150281,171238,8076,8134,432023,408091,382446,358244,19295,21277,13607,11842,4137,4137,1813,1545,10725,11046,391940,367951,23927,26331,18817,17013,6750,6902,2811,2514
R,6,2018,40,4030631,2007728,2022903,1535788,1498418,261185,291339,27743,26458,136288,156261,6019,5523,40705,44904,1570690,1536824,275656,308579,42979,43140,152548,173871,10404,10210,1575693,1613403,1152367,1137923,242504,270654,14256,14621,132171,152014,4277,4083,30118,34108,1177880,1166844,252451,282920,24375,26220,145774,166974,7730,7856,432035,409500,383421,360495,18681,20685,13487,11837,4117,4247,1742,1440,10587,10796,392810,369980,23205,25659,18604,16920,6774,6897,2674,2354
R,6,2018,41,3961297,1967101,1994196,1505497,1476749,254254,286479,27436,25939,135189,156378,5789,5512,38936,43139,1539003,1513522,267945,302831,42283,42229,150551,173348,10094,10141,1544307,1587968,1129877,1118170,236275,266155,14282,14619,130993,152261,4085,4022,28795,32741,1154354,1145821,245536,277815,24288,25994,143846,166559,7465,7716,422794,406228,375620,358579,17979,20324,13154,11320,4196,4117,1704,1490,10141,10398,384649,367701,22409,25016,17995,16235,6705,6789,2629,2425
R,6,2018,42,3865052,1919607,1945445,1467207,1441219,246775,277466,26619,25164,136202,155753,5415,5226,37389,40617,1499372,1475799,259604,292652,40993,40726,151125,171797,9561,9518,1504868,1545110,1098145,1087117,229351,257684,13699,13921,132195,151657,3873,3846,27605,30885,1121614,1113157,237937,268459,23350,24871,144757,165241,7145,7292,414739,400335,369062,354102,17424,19782,12920,11243,4007,4096,1542,1380,9784,9732,377758,362642,21667,24193,17643,15855,6368,6556,2416,2226
R,6,2018,43,3975978,1979497,1996481,1518033,1484542,252854,283243,26779,25526,140657,158791,5641,5063,35533,39316,1548274,1517930,264920,297672,40810,40733,154792,174411,9625,9135,1561031,1594460,1143710,1127077,236036,264433,13773,14270,136701,154847,4085,3748,26726,30085,1166195,1152347,244401,274663,23344,24986,148774,168260,7300,7030,418466,402021,374323,357465,16818,18810,13006,11256,3956,3944,1556,1315,8807,9231,382079,365583,20519,23009,17466,15747,6018,6151,2325,2105
